"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","HTR2C","NXPH2","ROR1","LHFPL3","KCNIP1","QRFPR","SPON1","CARD11","PLPPR1","ZNF385D","GRIN3A","FAT1","ADAMTSL3","MMD2","PTGER3","SLC24A3","FGFR1","BCL11B","GRM4","GNA14","COL11A1","MCC","RANBP17","SDK1","TLL1","SORCS2","AFDN","PCP4","TLE4","GRIP1","CDH6","NR4A3","PCDH17","SEMA5B","LUZP2","VWC2L","PHLDB2","SPHKAP","CRYM","SEL1L3","ERC1","ASIC2","HS3ST4","PRR16","PLCE1","ASTN2","GHR","DIP2A","IRAG2","DGKD","TSHZ2","KLHL5","ITGA8","HPSE2","TRMT9B","TMEM132C","ABLIM3","DLC1","ZNF704","SEMA3E","ASAP2","CDH8","UST","FARP1","CDH11","DAB1","NCK2","PAPSS2","SLC24A2","TMTC2","SAMD4A","CLMP","ABLIM1","PDZRN4","CAMK2D","KIAA1217","OSBPL9","ALCAM","CORO6","MEIS2","ADCY2","SATB1","TOX","GRM8","NYAP2","MOB3B","KCNT2","PDE3B","DPP10","TSHZ3","CHN2","RALGPS2","MDGA2","GRM3","SLC1A2","OLFM3","SPOCK1","TRHDE","NLGN1","CAP2","EPHA7","MYRIP","DIP2B","DOCK4","GRIK3","XKR6","KIAA1671","BMPER","LRRTM3","LRP1B","CDH13","ZNF385B","PLXNA4","TMEM232","PARD3","ST8SIA1","CNTN4","SLC35F1","SH3RF3","EPHA5","ST6GAL2","GARNL3","NKAIN2","NELL1","FAM135B","GALNT14","CSMD2","AUTS2","STARD13","GPR158","CHSY3","SNTG1","CNTNAP2","CLSTN2","GRIA4","SGCZ","DCC"
"GO:BP","regulation of cellular process","GO:0050794","false","0.011893812897166813","1.9246788977155993","11738","130","97","21031","IDA,IMP,ISS,IBA,IEA","NAS","IMP,IBA,TAS,IEA",,"IDA,IBA","IDA,IBA,IEA","IEA","IDA,IMP,ISS,IBA,IEA","IBA",,"IBA,IEA",,,"IDA","IBA,TAS,IEA","ISS,IEA","IDA,IPI,IMP,IGI,IBA,TAS,IEA","IMP,IBA,IEA","IDA,IMP,IBA,TAS,IEA","IBA,TAS,IEA",,"IDA,IMP,IBA,TAS,IEA",,,,"NAS,IEA","IMP,IBA,TAS,IEA","IMP","ISS,IBA,IEA","ISS,NAS","IEA","IDA,IMP,IGI,ISS,IBA,IEA","IEA","IBA",,"IBA,IEA","IMP,IGI,IBA",,"IMP",,"IDA,IBA","IEA",,"IDA,IBA","IDA,IMP,IBA,NAS,IEA","IEA","IMP,ISS,IBA,IEA","IDA",,"IMP,ISS,IBA,TAS,IEA","IBA,IEA",,"IBA,IEA","IEA",,,"HMP,IEA","IDA,IMP,IBA,TAS,IEA","IBA,IEA","IDA,IGI,ISS,IBA,IEA",,"IEA","IEA","IEA","IMP,IEA","IEA","IDA,IMP,IBA,TAS,NAS,IEA",,"ISS,IBA,IEA",,"IDA,IBA,IEA",,,,"IDA,IMP,ISS,TAS,NAS,IC",,,"TAS",,"IDA,ISS,IBA,TAS,IEA","ISS,IBA,IEA","IDA,IMP,IBA","ISS,IBA,IEA","IDA,IMP,IBA,IEA","ISS,IBA","IMP,IBA",,"IMP,IBA,TAS,IC,IEA","IDA,ISS,IBA","IDA,ISS,IBA,IEA","TAS,IEA","IBA,IEA",,"IBA,IEA","IEA","IBA","IDA,NAS","TAS","IDA,IGI,ISS,IBA,TAS,NAS,IEA","IBA,TAS","IDA,ISS,IBA,IEA","ISS","ISS,IEA","IMP,IEA","IDA,ISS,IBA,IEA",,,"IDA,IEA","IDA,IMP,IEA",,"IDA,IMP","IDA","ISS,IBA,NAS,IEA",,"ISS,TAS","IEA","IMP,TAS",,"IMP,IBA,IEA","ISS,IBA,IEA",,"IEA",,"IDA,IBA",,,,"IDA,ISS","IMP,IGI,IBA,TAS,IEA","IDA,ISS,IEA",,,"IMP","IBA,IEA","IGI,IBA,TAS,IEA",,"TAS,IEA"
"GO:BP","regulation of cell junction assembly","GO:1901888","false","0.01196607777698814","1.9220481786620325","211","130","9","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMP",,,,,"IEA",,,,,,,,,,,,,,,,"IDA",,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA,ISS,IEA",,"IEA",,,,,,,,"IDA,IMP,IEA",,,,,,,,,,,,,,,,,,,,,,,,"IMP","IBA,IEA",,,
"GO:BP","regulation of biological process","GO:0050789","false","0.01241857806353763","1.9059281283552698","12287","130","100","21031","IDA,IMP,ISS,IBA,TAS,IEA","NAS","IMP,IBA,TAS,IEA",,"IDA,IBA","IDA,IBA,IEA","IEA","IDA,IMP,ISS,IBA,IEA","IBA",,"ISS,IBA,IEA","TAS",,"IDA","ISS,IBA,TAS,IEA","ISS,IEA","IDA,IPI,IMP,IGI,IBA,TAS,IEA","IMP,IBA,IEA","IDA,IMP,IBA,TAS,IEA","IBA,TAS,IEA",,"IDA,IMP,IBA,TAS,IEA",,"IEA",,"NAS,IEA","IMP,IBA,TAS,IEA","IMP","ISS,IBA,IEA","ISS,NAS","IEA","IDA,IMP,IGI,ISS,IBA,IEA","IEA","IBA",,"IBA,IEA","IMP,IGI,IBA",,"IMP",,"IDA,IBA","TAS,IEA",,"IDA,IBA","IDA,IMP,IBA,NAS,IEA","IEA","IMP,ISS,IBA,IEA","IDA,ISS",,"IMP,ISS,IBA,TAS,IEA","IBA,IEA",,"IBA,IEA","IEA",,,"HMP,IEA","IDA,IMP,IBA,TAS,IEA","IBA,IEA","IDA,IGI,ISS,IBA,IEA",,"IBA,IEA","IEA","IEA","IMP,IEA","IEA","IDA,IMP,IBA,TAS,NAS,IEA",,"ISS,IBA,IEA",,"IDA,IBA,IEA",,,,"IDA,IMP,ISS,TAS,NAS,IC",,,"TAS",,"IDA,ISS,IBA,TAS,IEA","ISS,IBA,IEA","IDA,IMP,IBA","ISS,IBA,IEA","IDA,IMP,IBA,IEA","ISS,IBA","IMP,IBA",,"IMP,IBA,TAS,IC,IEA","IDA,ISS,IBA","IDA,ISS,IBA,IEA","TAS,IEA","IBA,IEA",,"IBA,TAS,IEA","TAS,IEA","IBA","IDA,NAS","TAS","IDA,IGI,ISS,IBA,TAS,NAS,IEA","IBA,TAS","IDA,ISS,IBA,IEA","ISS","ISS,IEA","IMP,IEA","IDA,ISS,IBA,IEA",,,"IDA,IGI,IBA,IEA","IDA,IMP,IEA",,"IDA,IMP","IDA","ISS,IBA,NAS,IEA",,"ISS,TAS","IEA","IMP,TAS",,"IMP,IBA,IEA","ISS,IBA,IEA",,"IEA","IBA,IEA","IDA,IBA",,,,"IDA,ISS","IMP,IGI,IBA,TAS,IEA","IDA,ISS,IEA",,,"IMP,IEA","IBA,IEA","IGI,IBA,TAS,IEA",,"TAS,IEA"
"GO:BP","regulation of synaptic transmission, glutamatergic","GO:0051966","false","0.01704085006881944","1.7685087446051613","79","130","6","21031",,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,"ISS",,,,"IBA",,,,,"ISS,NAS",,,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","GO:0016339","false","0.020638217094749212","1.685327823486531","48","130","5","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,NAS,IEA",,,,,,,,,,,,"IDA,IBA",,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","cell-cell adhesion mediated by cadherin","GO:0044331","false","0.020638217094749212","1.685327823486531","48","130","5","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS",,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","regulation of plasma membrane bounded cell projection organization","GO:0120035","false","0.022375892708353683","1.6502196290588416","652","130","15","21031",,,"IBA",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,"IMP",,,,,,,,,,,,,,,"IBA",,,"IEA",,,"IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,"IDA",,"IGI,ISS,NAS,IEA",,"IEA",,"ISS,IEA",,,,,,,,,,"IBA",,,,,,,,,,,,,,,"ISS",,,,,,,,,"TAS"
"GO:BP","central nervous system neuron differentiation","GO:0021953","false","0.030601549895002727","1.5142565769889689","181","130","8","21031",,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,"IEA",,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,"ISS",,,,"ISS",,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,"IEA"
"GO:BP","lamellipodium organization","GO:0097581","false","0.03611133606999943","1.442356442974617","90","130","6","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMP",,,,,,,,,,,,"IMP,IBA",,,,,,,,,,"IEA",,,,,,"IMP,IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,,,,,"ISS",,,,,,,,,
"GO:BP","presynapse organization","GO:0099172","false","0.03700359022774378","1.4317561370017904","54","130","5","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IBA,TAS,IEA","IEA",,,,,,,,,"IDA,IMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","axon guidance","GO:0007411","false","0.04481018525556107","1.348623260610465","249","130","9","21031",,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,"ISS,IBA,IEA",,,,"IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,,,,,,,,,,"IBA,IEA"
"GO:BP","neuron projection guidance","GO:0097485","false","0.04481018525556107","1.348623260610465","249","130","9","21031",,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,"ISS,IBA,IEA",,,,"IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,,,,,,,,,,"IBA,IEA"
"GO:BP","negative regulation of cell projection organization","GO:0031345","false","0.04678406161540666","1.3299020770846397","192","130","8","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,"IGI,IEA",,"IEA",,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TAS"
"GO:CC","synapse","GO:0045202","true","1.4695693379243396e-13","12.832809918017697","1468","130","39","22097","IEA",,"ISS,IEA",,,,,,,,"IDA,IBA,IEA",,,,,,,,"IEA",,,,,"ISS,IEA",,"IEA",,,,"IEA","IEA",,"IEA",,,"IEA",,,,,"ISS,IBA,TAS,IEA","IEA",,,,,,"ISS,IEA",,,,,"IEA",,,,"IEA",,,,,"IBA,IEA",,"IEA","IEA",,"IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,"IDA",,,"IEA","IDA,IEA","IEA","ISS,NAS",,"ISS,IBA,TAS,NAS,IEA","IEA","IEA","IEA",,,"ISS,IBA,IEA",,,,"IDA,IMP,IEA",,"IEA",,"IEA",,,,,"IDA,IEA",,,,,,,,,,,,"ISS,IEA",,,"IEA","IBA,IEA","ISS,IBA,IEA",,"IEA"
"GO:CC","cell periphery","GO:0071944","false","6.631412953550575e-13","12.178393926715632","6228","130","80","22097","IDA,IMP,TAS,IEA",,"IDA,TAS","IBA","IDA,IBA,TAS,IEA","TAS,IEA","HDA,ISS,IBA","IDA,TAS,IEA","ISS,IEA",,"IDA,IBA,IEA","IDA,TAS,IEA","IBA",,"IDA,IBA,TAS,IEA","IDA,ISS,RCA,TAS,IEA","IDA,TAS,IEA",,"IDA,TAS,IEA","IBA,TAS","IDA,HDA,IBA,NAS,IEA","IDA,IEA",,"TAS,IEA",,"IEA","IDA",,,"ISS,TAS,IEA","IDA,IBA,TAS,IEA",,"IEA",,,"IBA,IEA","IDA,IBA",,,,"IBA,TAS,IEA","TAS,IEA",,,"IDA,TAS,IEA","IEA","IDA,IBA,TAS,IEA","IEA","TAS","IDA,TAS,IEA",,,"IDA,IBA,TAS,IEA","IDA,IBA,TAS",,,,"IDA",,,"IDA,IEA","IDA,IBA,TAS,IEA",,"ISS,IEA","IBA,TAS,IEA",,,,"IDA,RCA,TAS,IEA",,,"IEA",,,"IEA",,,"IDA,ISS,IBA,IEA",,,"IDA,ISS,TAS,IEA",,,"TAS,IEA",,,"IDA,IBA,IEA",,"IPI,ISS,IBA,IEA","IDA",,"IBA,IEA","TAS,IEA","TAS,IEA","IDA,IMP,IBA,TAS,IEA","IEA",,"TAS","IMP,ISS,TAS,NAS,IEA","IEA","IDA,TAS,IEA","IBA,IEA",,"IDA,IBA,IEA","IDA,IBA,TAS,IEA","ISS,IBA,IEA",,"IBA","IBA,IEA","IBA","IDA,HDA,IBA,TAS,IEA",,"TAS,IEA",,"IDA,IBA,TAS,IEA",,"IBA,TAS,NAS,IEA",,,"IDA,TAS,IEA",,,"IEA",,,,"IEA",,,"IDA,ISS,IEA",,"IDA,IBA,TAS","IDA,NAS,IEA","IBA,IEA","ISS,IBA,TAS,IEA","IBA,TAS,IEA","IBA,TAS,IEA"
"GO:CC","neuron projection","GO:0043005","false","1.665293025979485e-12","11.778509336710844","1334","130","36","22097","IBA",,"ISS,IEA",,"IEA",,,,"ISS,IEA",,"IDA",,,,,,,"IEA",,,,,,,,"IEA",,,,"ISS,IEA",,,,,,,,,,,,"IEA",,,,,,"ISS,IEA",,,,,"IEA",,,,,,,,,"IBA,IEA",,"ISS,IEA",,,,,,,"IEA",,,,"IBA",,,"ISS,IEA",,,"ISS",,,,,,,,,"IEA",,,,"ISS,IEA","IEA",,"ISS",,"ISS",,"IBA","IEA","ISS,IEA","ISS,IEA","ISS",,,,,,"IDA",,,,"ISS",,"IBA,NAS",,,"IDA,ISS,IBA,IEA",,,,,,,,"ISS,IEA",,,,,"IDA,ISS,NAS,IEA","IEA","ISS,IBA,IEA",,"IBA,IEA"
"GO:CC","cell junction","GO:0030054","false","2.191019311377448e-12","11.659353794603739","2230","130","46","22097","IEA",,"ISS,IEA",,,,,,,,"IDA,IBA,IEA","IDA,HDA,IEA",,,,,,,"IEA",,,,,"ISS,IEA",,"IEA","IDA,IBA,TAS,IEA",,,"IEA","IDA,IBA,IEA",,"IEA",,,"IEA","IDA",,,,"ISS,IBA,TAS,IEA","IEA",,,,,,"ISS,IEA",,,,,"HDA,IEA",,,,"IEA","IDA,IBA,IEA",,,,"IBA,IEA",,"IEA","IBA,IEA",,"IEA",,,,"IDA,IEA","IDA,IEA",,,,,,"HDA",,,,,,,,,,,,,"IDA",,,"IEA","IDA,IEA","IEA","ISS,NAS",,"ISS,IBA,TAS,NAS,IEA","IEA","IEA","IEA",,,"ISS,IBA,IEA",,,,"IDA,IMP,IEA",,"HDA,IBA,IEA",,"IEA",,"IDA,ISS,IBA,TAS,NAS,IEA",,,"IDA,IEA",,,,,,,,,,,,"ISS,IEA",,,"IEA","IBA,IEA","ISS,IBA,IEA",,"IEA"
"GO:CC","plasma membrane bounded cell projection","GO:0120025","false","2.2965993475421213e-11","10.638914762893085","2277","130","45","22097","IBA",,"ISS,IEA",,"IEA",,,,"ISS,IEA",,"IDA","IEA",,,,,,"IEA",,,,"IEA",,,,"IEA",,,,"ISS,IEA",,,,,,,,,,,"IDA","IEA",,,"IDA,IEA",,,"ISS,IEA",,,,,"IEA",,,,"IDA","IDA",,,,"IBA,IEA",,"ISS,IEA",,,,,,,"IEA",,"IDA",,"IBA",,,"ISS,IEA",,,"ISS",,,,,,,,,"IEA",,,,"ISS,IEA","ISS,IEA",,"ISS",,"ISS",,"IBA","IEA","ISS,IEA","ISS,IEA","ISS",,,,,,"IDA",,,"IEA","ISS",,"IBA,NAS",,,"IDA,ISS,IBA,IEA",,,,,,,,"ISS,IEA",,,,"IDA","IDA,ISS,NAS,IEA","IEA","ISS,IBA,IEA",,"IBA,IEA"
"GO:CC","plasma membrane","GO:0005886","false","2.3316593200321703e-11","10.632334904272595","5742","130","74","22097","IDA,IMP,TAS,IEA",,"IDA,TAS","IBA","IDA,IBA,TAS,IEA","TAS,IEA",,"IDA,TAS,IEA","ISS,IEA",,"IDA,IBA,IEA","IDA,TAS,IEA",,,"IDA,IBA,TAS,IEA","IDA,RCA,TAS,IEA","IDA,TAS,IEA",,"IDA,TAS,IEA","IBA,TAS",,"IDA,IEA",,"TAS,IEA",,"IEA","IDA",,,"ISS,TAS,IEA","IDA,IBA,TAS,IEA",,"IEA",,,"IBA,IEA","IDA",,,,"TAS,IEA","TAS,IEA",,,"IDA,TAS,IEA",,"IDA,IBA,TAS,IEA","IEA","TAS","IDA,TAS,IEA",,,"IDA,IBA,TAS,IEA","TAS",,,,"IDA",,,"IDA,IEA","IDA,IBA,TAS,IEA",,"ISS,IEA","IBA,TAS,IEA",,,,"IDA,RCA,TAS,IEA",,,"IEA",,,"IEA",,,"IDA,ISS,IBA,IEA",,,"IDA,ISS,TAS,IEA",,,"TAS,IEA",,,"IDA,IBA,IEA",,"IPI,ISS,IBA,IEA","IDA",,"IBA,IEA","TAS,IEA","TAS,IEA","IDA,IMP,IBA,TAS,IEA","IEA",,"TAS","IMP,ISS,TAS,NAS,IEA","IEA","IDA,TAS,IEA",,,"IDA,IBA,IEA","IDA,IBA,TAS,IEA","ISS,IBA,IEA",,,"IEA","IBA","IDA,IBA,TAS,IEA",,"TAS,IEA",,"IDA,IBA,TAS,IEA",,"IBA,TAS,NAS,IEA",,,"IDA,TAS,IEA",,,"IEA",,,,"IEA",,,"IDA,ISS,IEA",,"IDA,IBA,TAS","IDA,NAS,IEA","IBA,IEA","ISS,IBA,TAS,IEA","IBA,TAS,IEA","IBA,TAS,IEA"
"GO:CC","cell projection","GO:0042995","false","2.7862112120955256e-11","10.554985964448047","2389","130","46","22097","IBA",,"ISS,IEA",,"IEA",,,,"ISS,IEA",,"IDA","IEA",,,,,,"IEA",,,,"IEA",,,,"IEA",,,,"ISS,IEA",,,,,,,,,,,"IDA,IEA","IEA",,,"IDA,IEA",,,"ISS,IEA",,,,,"IEA",,,,"IDA","IDA",,,,"IBA,IEA",,"ISS,IEA",,,,,,,"IEA",,"IDA",,"IBA",,,"ISS,IEA",,,"ISS",,,,,,,,,"IEA",,,,"ISS,IEA","ISS,IEA",,"ISS",,"ISS",,"IBA","IEA","ISS,IEA","ISS,IEA","ISS",,,,,,"IDA",,,"IEA","ISS",,"IBA,NAS",,,"IDA,ISS,IBA,IEA",,,,,,,,"ISS,IEA",,"IEA",,"IDA","IDA,ISS,NAS,IEA","IEA","ISS,IBA,IEA",,"IBA,IEA"
"GO:CC","synaptic membrane","GO:0097060","false","7.405450144988165e-9","8.130448537474624","399","130","18","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,"IEA",,,,,,,,"TAS,IEA",,,,,,,,,,,,"IEA",,,,,,,,,"IEA",,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IDA",,,,"ISS,TAS,IEA",,,,,,"IBA,IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,"IEA","IBA,IEA","IBA,IEA",,"IEA"
"GO:CC","membrane","GO:0016020","false","1.3193260848618846e-8","7.879647850887537","9864","130","95","22097","IDA,IMP,TAS,IEA",,"IDA,TAS,IEA","IBA,IEA","IDA,IBA,TAS,IEA","TAS,IC,IEA",,"IDA,TAS,IEA","ISS,IEA",,"IDA,IBA,TAS,NAS,IEA","IDA,TAS,IEA",,"IDA,IEA","IDA,IBA,TAS,NAS,IEA","IDA,RCA,TAS,IEA","IDA,TAS,NAS,IEA",,"IDA,TAS,IEA","IBA,TAS,IEA",,"IDA,IEA",,"TAS,IEA","IEA","NAS,IEA","IDA,IMP",,,"ISS,TAS,IEA","IDA,IBA,TAS,IEA",,"IEA","IEA",,"IBA,IEA","IDA,IEA",,,"IEA","TAS,IEA","TAS,IEA","IEA",,"IDA,TAS,IEA","IEA","IDA,IBA,TAS,IEA","IDA,IEA","HDA,ISS,IBA,TAS,IEA","IDA,TAS,IEA",,,"IDA,IBA,TAS,IEA","TAS,IEA",,"IEA",,"IDA,IBA,IEA",,,"IDA,IEA","IDA,IBA,TAS,IEA","TAS,IEA","ISS,IEA","IBA,TAS,IEA",,"IEA",,"IDA,RCA,TAS,IEA","IDA,IBA,IEA",,"IEA",,,"HDA,TAS,IEA",,"IBA,IEA","IDA,ISS,IBA,IEA",,,"IDA,ISS,TAS,IEA",,,"TAS,IEA",,,"IDA,IBA,IEA","IDA,HDA,IBA,IEA","IDA,IPI,ISS,IBA,IEA","IDA","IEA","IBA,IEA","TAS,IEA","TAS,IEA","IDA,IMP,ISS,IBA,TAS,IEA","IEA",,"TAS,IEA","IMP,ISS,TAS,NAS,IEA","IEA","IDA,TAS,IEA",,"HDA","IDA,IBA,IEA","IDA,IBA,TAS,IEA","ISS,IBA,IEA",,,"IEA","IBA,IEA","IDA,IBA,TAS,IEA",,"TAS,IEA","IEA","IDA,IBA,TAS,IEA","TAS,IEA","IBA,TAS,NAS,IEA","IDA,IEA",,"IDA,TAS,IEA","TAS,IEA",,"IEA",,,"TAS,IEA","IEA",,"IEA","IDA,ISS,IEA","TAS,IEA","IDA,IBA,TAS","IDA,NAS,IEA","IBA,IEA","ISS,IBA,TAS,IEA","IBA,TAS,IEA","IBA,TAS,IEA"
"GO:CC","dendrite","GO:0030425","false","2.1660592705459368e-7","6.664329663814642","622","130","20","22097","IBA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,"IEA",,,,,,"ISS,IEA",,,,,"IEA",,,,,,,,,,,"ISS,IEA",,,,,,,"IEA",,,,,,,"IEA",,,"ISS",,,,,,,,,,,,,"IEA",,,,,"ISS",,"IBA",,"ISS,IEA",,"ISS",,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,"NAS,IEA","IEA","ISS,IBA,IEA",,
"GO:CC","dendritic tree","GO:0097447","false","2.289705171017226e-7","6.640220435059036","624","130","20","22097","IBA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,"IEA",,,,,,"ISS,IEA",,,,,"IEA",,,,,,,,,,,"ISS,IEA",,,,,,,"IEA",,,,,,,"IEA",,,"ISS",,,,,,,,,,,,,"IEA",,,,,"ISS",,"IBA",,"ISS,IEA",,"ISS",,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,"NAS,IEA","IEA","ISS,IBA,IEA",,
"GO:CC","somatodendritic compartment","GO:0036477","false","2.7134175243286687e-7","6.5664833744800495","848","130","23","22097","IBA",,,,"IEA",,,,,,"IDA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,"IEA",,,,"IEA","IEA","ISS,IEA",,,,,"IEA",,,,,,,,,,,"ISS,IEA",,,,,,,"IEA",,,,,,,"IEA",,,"ISS",,,,,,,,,,,,,"IEA",,,,,"ISS",,"IBA",,"ISS,IEA",,"ISS",,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,"NAS,IEA","IEA","ISS,IBA,IEA",,
"GO:CC","postsynaptic membrane","GO:0045211","false","3.4405930352424826e-7","6.463366694133198","278","130","14","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,"IEA",,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,"ISS,TAS",,,,,,"IBA,IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,"IBA,IEA","IBA,IEA",,"IEA"
"GO:CC","asymmetric synapse","GO:0032279","false","4.082752271328968e-7","6.389046970911879","334","130","15","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,"NAS",,"TAS,IEA","IEA",,,,,"IBA",,,,"IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,"IEA","IBA",,"IEA"
"GO:CC","glutamatergic synapse","GO:0098978","false","0.0000013561305077927714","5.86769851394469","424","130","16","22097",,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,"IEA",,"IEA",,,,,,,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,"IEA",,"IEA","IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IEA",,,,"TAS,NAS,IEA",,"IEA",,,,"IEA",,,,"IDA,IMP,IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,"IEA",,,
"GO:CC","neuron to neuron synapse","GO:0098984","false","0.0000014149635487801526","5.849254747961277","366","130","15","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,"NAS",,"TAS,NAS,IEA","IEA",,,,,"IBA",,,,"IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,"IEA","IBA",,"IEA"
"GO:CC","postsynaptic density","GO:0014069","false","0.0000019346676948330876","5.713393620150957","318","130","14","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,"NAS",,"TAS,IEA","IEA",,,,,"IBA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IBA",,"IEA"
"GO:CC","postsynapse","GO:0098794","false","0.0000028482194634559533","5.545426550113909","650","130","19","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,"IEA",,,,,,,,,"IEA",,,,,,"ISS,IEA",,,,,"IEA",,,,,,,,,,,"IEA",,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,"NAS",,"ISS,TAS,NAS,IEA","IEA",,,,,"IBA,IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,"IBA,IEA","ISS,IBA,IEA",,"IEA"
